title:Skeles Wishlist
description:A list of rolls I personally enjoy, heavy PvE bias
dimwishlist:item=1107446438&perks=1820235745,4104185692
dimwishlist:item=1107446438&perks=247725512,2458213969
dimwishlist:item=1107446438&perks=247725512,3425386926
dimwishlist:item=1107446438&perks=247725512,1015611457
dimwishlist:item=1107446438&perks=247725512,11612903
dimwishlist:item=1107446438&perks=247725512,4104185692


// Lost Signal - General ()
dimwishlist:item=1197771438&perks=2779035018,3108830275
dimwishlist:item=1197771438&perks=2779035018,4049631843
dimwishlist:item=1197771438&perks=2779035018,563069569
dimwishlist:item=1197771438&perks=2779035018,3523296417
dimwishlist:item=1197771438&perks=1583705720,3108830275
dimwishlist:item=1197771438&perks=1583705720,4049631843
dimwishlist:item=1197771438&perks=1583705720,563069569
dimwishlist:item=1197771438&perks=1583705720,3523296417
dimwishlist:item=1197771438&perks=4071163871,3108830275
dimwishlist:item=1197771438&perks=4071163871,4049631843
dimwishlist:item=1197771438&perks=4071163871,563069569
dimwishlist:item=1197771438&perks=4071163871,3523296417
dimwishlist:item=1197771438&perks=3300816228,3108830275
dimwishlist:item=1197771438&perks=3300816228,4049631843
dimwishlist:item=1197771438&perks=3300816228,563069569
dimwishlist:item=1197771438&perks=3300816228,3523296417


// Tusk of the Boar - general ()
dimwishlist:item=1218113510&perks=968510818,831391274
dimwishlist:item=1218113510&perks=968510818,2396489472
dimwishlist:item=1218113510&perks=3828510309,831391274
dimwishlist:item=1218113510&perks=3828510309,2396489472


// Maahes HC4 - Void (pve)
//notes: i like this one tags:pve
dimwishlist:item=1246793994&perks=776531651,2048641572


// Maahes HC4 - General ()
dimwishlist:item=1246793994&perks=3828510309,2610012052
dimwishlist:item=1246793994&perks=3828510309,2048641572
dimwishlist:item=1246793994&perks=3828510309,2848615171
dimwishlist:item=1246793994&perks=3828510309,4104185692
dimwishlist:item=1246793994&perks=247725512,2610012052
dimwishlist:item=1246793994&perks=247725512,2048641572
dimwishlist:item=1246793994&perks=247725512,2848615171
dimwishlist:item=1246793994&perks=247725512,4104185692
dimwishlist:item=1246793994&perks=1428297954,2610012052
dimwishlist:item=1246793994&perks=1428297954,2048641572
dimwishlist:item=1246793994&perks=1428297954,2848615171
dimwishlist:item=1246793994&perks=1428297954,4104185692


// Dimensional Hypotrochoid - Multi-hit ()
//notes: Great for many targets
dimwishlist:item=1311684613&perks=3108830275,4049631843
dimwishlist:item=1311684613&perks=1583705720,4049631843


// Dimensional Hypotrochoid - General ()
dimwishlist:item=1311684613&perks=2586829431,2726471870
dimwishlist:item=1311684613&perks=2586829431,4049631843
dimwishlist:item=1311684613&perks=2586829431,2396489472
dimwishlist:item=1311684613&perks=968510818,2726471870
dimwishlist:item=1311684613&perks=968510818,4049631843
dimwishlist:item=1311684613&perks=968510818,2396489472
dimwishlist:item=1311684613&perks=2869569095,2726471870
dimwishlist:item=1311684613&perks=2869569095,4049631843
dimwishlist:item=1311684613&perks=2869569095,2396489472
dimwishlist:item=1311684613&perks=3108830275,2726471870
dimwishlist:item=1311684613&perks=3108830275,4049631843
dimwishlist:item=1311684613&perks=3108830275,2396489472


// Combined Action - Arc ()
//notes: Amped
dimwishlist:item=1331824604&perks=684456054,2173046394


// Combined Action ()
dimwishlist:item=1331824604&perks=2946784966,2173046394
dimwishlist:item=1331824604&perks=2946784966,1015611457
dimwishlist:item=1331824604&perks=2946784966,1954620775
dimwishlist:item=1331824604&perks=2387244414,2173046394
dimwishlist:item=1331824604&perks=2387244414,1015611457
dimwishlist:item=1331824604&perks=2387244414,1954620775


// Combined Action - Airborne ()
//notes: i wish i was a bird
dimwishlist:item=1331824604&perks=2272927194,3722653512


// Combined Action - Offhand ()
//notes: From the hip
dimwishlist:item=1331824604&perks=1866048759,2416023159


// Taraxippos - General ()
dimwishlist:item=1389546626&perks=1168162263,1015611457
dimwishlist:item=1389546626&perks=1168162263,3038247973
dimwishlist:item=1389546626&perks=1168162263,1195158366
dimwishlist:item=1389546626&perks=1168162263,2896038713
dimwishlist:item=1389546626&perks=1168162263,831391274
dimwishlist:item=1389546626&perks=1168162263,3619207468
dimwishlist:item=1389546626&perks=1354429876,1015611457
dimwishlist:item=1389546626&perks=1354429876,3038247973
dimwishlist:item=1389546626&perks=1354429876,1195158366
dimwishlist:item=1389546626&perks=1354429876,2896038713
dimwishlist:item=1389546626&perks=1354429876,831391274
dimwishlist:item=1389546626&perks=1354429876,3619207468


// Subjunctive ()
dimwishlist:item=1447836603&perks=4071163871,2610012052
dimwishlist:item=1447836603&perks=4071163871,2173046394
dimwishlist:item=1447836603&perks=1820235745,2610012052
dimwishlist:item=1447836603&perks=1820235745,2173046394


// Doomed Petitioner - Boss DPS (god-pve)
//notes: Useful perks for boss DPS phases
Recon or Envy for more ammo paired with Ion Battery, or Liquid Coils for more damage. tags:god-pve
dimwishlist:item=1501688142&perks=1467527085,1687452232,1523832109,555281244,3978094547
dimwishlist:item=1501688142&perks=1467527085,1687452232,968510818,555281244,3978094547
dimwishlist:item=1501688142&perks=1467527085,1483536627,1523832109,555281244,3978094547
dimwishlist:item=1501688142&perks=1467527085,1483536627,968510818,555281244,3978094547


// Claws of the Wolf ()
dimwishlist:item=1505862304&perks=1428297954,3425386926
dimwishlist:item=1505862304&perks=1428297954,1015611457
dimwishlist:item=1505862304&perks=3938834702,3425386926
dimwishlist:item=1505862304&perks=3938834702,1015611457
dimwishlist:item=1505862304&perks=776531651,3425386926
dimwishlist:item=1505862304&perks=776531651,1015611457


// Claws of the Wolf - void ()
//notes: void :)
dimwishlist:item=1505862304&perks=776531651,2048641572


// Enyo-D ()
dimwishlist:item=1601177201&perks=744594675,2458213969
dimwishlist:item=1601177201&perks=744594675,3425386926
dimwishlist:item=1601177201&perks=744594675,3708227201
dimwishlist:item=1601177201&perks=2779035018,2458213969
dimwishlist:item=1601177201&perks=2779035018,3425386926
dimwishlist:item=1601177201&perks=2779035018,3708227201
dimwishlist:item=1601177201&perks=1195158366,2458213969
dimwishlist:item=1601177201&perks=1195158366,3425386926
dimwishlist:item=1601177201&perks=1195158366,3708227201
dimwishlist:item=1601177201&perks=509074078,2458213969
dimwishlist:item=1601177201&perks=509074078,3425386926
dimwishlist:item=1601177201&perks=509074078,3708227201


// Biting Winds ()
dimwishlist:item=1621657423&perks=588594999,3365897133
dimwishlist:item=1621657423&perks=2450788523,3365897133
dimwishlist:item=1621657423&perks=247725512,3365897133


// Crux Termination IV - Full of ammo ()
//notes: full of ammo
dimwishlist:item=1719687748&perks=2284787283,1439600632
dimwishlist:item=1719687748&perks=968510818,1439600632
dimwishlist:item=1719687748&perks=1523832109,1439600632


// Crux Termination IV - General ()
dimwishlist:item=1719687748&perks=1523832109,3194351027
dimwishlist:item=1719687748&perks=1523832109,3977735242
dimwishlist:item=1719687748&perks=1523832109,3523296417
dimwishlist:item=1719687748&perks=2284787283,3194351027
dimwishlist:item=1719687748&perks=2284787283,3977735242
dimwishlist:item=1719687748&perks=2284787283,3523296417


// No Hesitation - Support (pve)
//notes: Good options for a Well-lock build
Physic over ensemble tho tags:pve
dimwishlist:item=1801007332&perks=2980589453,2298656195
dimwishlist:item=1801007332&perks=2621346526,2298656195


// Falling Guillotine - Boss DPS (god-pve,pve)
//notes: Boss DPS tags:god-pve,pve
dimwishlist:item=1815105249&perks=3666208348,269888150,1749209109,3913600130,2489430594


// Falling Guillotine - Edging ()
//notes: edging time
dimwishlist:item=1815105249&perks=2396489472,2077819806


// Falling Guillotine - Sword Logic (pve)
//notes: Sword Logic seems like a good perk, and I wanna try it.
Not super sure about Vorpal tho tags:pve
dimwishlist:item=1815105249&perks=2396489472,31345821
dimwishlist:item=1815105249&perks=1749209109,31345821
dimwishlist:item=1815105249&perks=4104185692,31345821
dimwishlist:item=1815105249&perks=1546637391,31345821


// Falling Guillotine - General ()
dimwishlist:item=1815105249&perks=1749209109,3708227201
dimwishlist:item=1815105249&perks=1749209109,2109543898
dimwishlist:item=1815105249&perks=1749209109,2048641572
dimwishlist:item=1815105249&perks=3705817207,3708227201
dimwishlist:item=1815105249&perks=3705817207,2109543898
dimwishlist:item=1815105249&perks=3705817207,2048641572
dimwishlist:item=1815105249&perks=2396489472,3708227201
dimwishlist:item=1815105249&perks=2396489472,2109543898
dimwishlist:item=1815105249&perks=2396489472,2048641572
dimwishlist:item=1815105249&perks=4104185692,3708227201
dimwishlist:item=1815105249&perks=4104185692,2109543898
dimwishlist:item=1815105249&perks=4104185692,2048641572


// Falling Guillotine - Void (pve)
//notes: void, my beloved tags:pve
dimwishlist:item=1815105249&perks=776531651,2048641572


// Jararaca-3sr ()
dimwishlist:item=1851521408&perks=1354429876,124408337
dimwishlist:item=1851521408&perks=1354429876,2896038713
dimwishlist:item=1851521408&perks=1354429876,1015611457
dimwishlist:item=1851521408&perks=247725512,124408337
dimwishlist:item=1851521408&perks=247725512,2896038713
dimwishlist:item=1851521408&perks=247725512,1015611457


// Apex Predator - Bait 'n' Switch (god-pve)
//notes: Pair with Iza or any good special, fire this, use the kinetic and special weapons while waiting for the recon do reload the rockets, then repeat until boss removed.
Best in 6 player activities with Glally. tags:god-pve
dimwishlist:item=1851777734&perks=3525010810,3796465595,1523832109,3078487919,1489048135


// Apex Predator ()
dimwishlist:item=1851777734&perks=1523832109,1439600632
dimwishlist:item=1851777734&perks=1523832109,4104185692
dimwishlist:item=1851777734&perks=1523832109,3708227201
dimwishlist:item=1851777734&perks=1523832109,3194351027
dimwishlist:item=1851777734&perks=1523832109,3078487919
dimwishlist:item=1851777734&perks=4071163871,1439600632
dimwishlist:item=1851777734&perks=4071163871,4104185692
dimwishlist:item=1851777734&perks=4071163871,3708227201
dimwishlist:item=1851777734&perks=4071163871,3194351027
dimwishlist:item=1851777734&perks=4071163871,3078487919
dimwishlist:item=1851777734&perks=4293542123,1439600632
dimwishlist:item=1851777734&perks=4293542123,4104185692
dimwishlist:item=1851777734&perks=4293542123,3708227201
dimwishlist:item=1851777734&perks=4293542123,3194351027
dimwishlist:item=1851777734&perks=4293542123,3078487919
dimwishlist:item=1851777734&perks=3977735242,1439600632
dimwishlist:item=1851777734&perks=3977735242,4104185692
dimwishlist:item=1851777734&perks=3977735242,3708227201
dimwishlist:item=1851777734&perks=3977735242,3194351027
dimwishlist:item=1851777734&perks=3977735242,3078487919


// Twilight Oath ()
dimwishlist:item=1874424704&perks=2450788523,2319119708
dimwishlist:item=1874424704&perks=2450788523,1015611457
dimwishlist:item=1874424704&perks=2450788523,555281244
dimwishlist:item=1874424704&perks=2450788523,4293542123
dimwishlist:item=1874424704&perks=3828510309,2319119708
dimwishlist:item=1874424704&perks=3828510309,1015611457
dimwishlist:item=1874424704&perks=3828510309,555281244
dimwishlist:item=1874424704&perks=3828510309,4293542123
dimwishlist:item=1874424704&perks=47981717,2319119708
dimwishlist:item=1874424704&perks=47981717,1015611457
dimwishlist:item=1874424704&perks=47981717,555281244
dimwishlist:item=1874424704&perks=47981717,4293542123


// Chronophage ()
//notes: KIlls on kills
Either Demo or DespeM
dimwishlist:item=1886840007&perks=2779035018,3523296417
dimwishlist:item=1886840007&perks=2779035018,2109543898


// Chronophage ()
//notes: Void shananigans
Either FF or Repulse
dimwishlist:item=1886840007&perks=2779035018,2048641572
dimwishlist:item=1886840007&perks=776531651,2048641572


// Hammerhead - Boss DPS ()
//notes: Built for bosses
dimwishlist:item=1896309757&perks=1354429876,365154968
dimwishlist:item=1896309757&perks=3418782618,365154968


// Hammerhead - Lawnmowwer ()
dimwishlist:item=1896309757&perks=2048641572,557221067
dimwishlist:item=1896309757&perks=2048641572,3708227201
dimwishlist:item=1896309757&perks=2048641572,95528736
dimwishlist:item=1896309757&perks=2048641572,2109543898
dimwishlist:item=1896309757&perks=3425386926,557221067
dimwishlist:item=1896309757&perks=3425386926,3708227201
dimwishlist:item=1896309757&perks=3425386926,95528736
dimwishlist:item=1896309757&perks=3425386926,2109543898
dimwishlist:item=1896309757&perks=2779035018,557221067
dimwishlist:item=1896309757&perks=2779035018,3708227201
dimwishlist:item=1896309757&perks=2779035018,95528736
dimwishlist:item=1896309757&perks=2779035018,2109543898


// Blowout ()
dimwishlist:item=1903182562&perks=2010801679,2458213969
dimwishlist:item=1903182562&perks=2010801679,1275731761
dimwishlist:item=1903182562&perks=2010801679,2396489472
dimwishlist:item=1903182562&perks=2010801679,3194351027
dimwishlist:item=1903182562&perks=2010801679,4104185692
dimwishlist:item=1903182562&perks=2010801679,3927722942
dimwishlist:item=1903182562&perks=951095735,2458213969
dimwishlist:item=1903182562&perks=951095735,1275731761
dimwishlist:item=1903182562&perks=951095735,2396489472
dimwishlist:item=1903182562&perks=951095735,3194351027
dimwishlist:item=1903182562&perks=951095735,4104185692
dimwishlist:item=1903182562&perks=951095735,3927722942
dimwishlist:item=1903182562&perks=2869569095,2458213969
dimwishlist:item=1903182562&perks=2869569095,1275731761
dimwishlist:item=1903182562&perks=2869569095,2396489472
dimwishlist:item=1903182562&perks=2869569095,3194351027
dimwishlist:item=1903182562&perks=2869569095,4104185692
dimwishlist:item=1903182562&perks=2869569095,3927722942
dimwishlist:item=1903182562&perks=3523296417,2458213969
dimwishlist:item=1903182562&perks=3523296417,1275731761
dimwishlist:item=1903182562&perks=3523296417,2396489472
dimwishlist:item=1903182562&perks=3523296417,3194351027
dimwishlist:item=1903182562&perks=3523296417,4104185692
dimwishlist:item=1903182562&perks=3523296417,3927722942
dimwishlist:item=1903182562&perks=2726471870,2458213969
dimwishlist:item=1903182562&perks=2726471870,1275731761
dimwishlist:item=1903182562&perks=2726471870,2396489472
dimwishlist:item=1903182562&perks=2726471870,3194351027
dimwishlist:item=1903182562&perks=2726471870,4104185692
dimwishlist:item=1903182562&perks=2726471870,3927722942


// Taipan-4fr - Team Situation (pve)
//notes: This weapon is only really good with teammates. While most of the perks are good, theirs only a few damage ones. tags:pve
dimwishlist:item=1911060537&perks=2621346526,1771339417
dimwishlist:item=1911060537&perks=2621346526,2551157718
dimwishlist:item=1911060537&perks=2869569095,1771339417
dimwishlist:item=1911060537&perks=2869569095,2551157718
dimwishlist:item=1911060537&perks=3400784728,1771339417
dimwishlist:item=1911060537&perks=3400784728,2551157718
dimwishlist:item=1911060537&perks=2284787283,1771339417
dimwishlist:item=1911060537&perks=2284787283,2551157718


// Qua Xaphan V - General ()
dimwishlist:item=1975125963&perks=2284787283,2048641572
dimwishlist:item=1975125963&perks=2284787283,3425386926
dimwishlist:item=1975125963&perks=2284787283,2848615171
dimwishlist:item=1975125963&perks=2284787283,2726471870
dimwishlist:item=1975125963&perks=2284787283,11612903
dimwishlist:item=1975125963&perks=1195158366,2048641572
dimwishlist:item=1975125963&perks=1195158366,3425386926
dimwishlist:item=1975125963&perks=1195158366,2848615171
dimwishlist:item=1975125963&perks=1195158366,2726471870
dimwishlist:item=1975125963&perks=1195158366,11612903
dimwishlist:item=1975125963&perks=2450788523,2048641572
dimwishlist:item=1975125963&perks=2450788523,3425386926
dimwishlist:item=1975125963&perks=2450788523,2848615171
dimwishlist:item=1975125963&perks=2450788523,2726471870
dimwishlist:item=1975125963&perks=2450788523,11612903


// Round Robin ()
dimwishlist:item=2034215657&perks=2450788523,2610012052
dimwishlist:item=2034215657&perks=2450788523,1015611457
dimwishlist:item=2034215657&perks=2450788523,831391274
dimwishlist:item=2034215657&perks=1354429876,2610012052
dimwishlist:item=2034215657&perks=1354429876,1015611457
dimwishlist:item=2034215657&perks=1354429876,831391274
dimwishlist:item=2034215657&perks=1820235745,2610012052
dimwishlist:item=2034215657&perks=1820235745,1015611457
dimwishlist:item=2034215657&perks=1820235745,831391274
dimwishlist:item=2034215657&perks=3619207468,2610012052
dimwishlist:item=2034215657&perks=3619207468,1015611457
dimwishlist:item=2034215657&perks=3619207468,831391274


// Imperative ()
dimwishlist:item=2045811635&perks=744594675,3038247973
dimwishlist:item=2045811635&perks=744594675,3891536761
dimwishlist:item=2045811635&perks=744594675,11612903
dimwishlist:item=2045811635&perks=3400784728,3038247973
dimwishlist:item=2045811635&perks=3400784728,3891536761
dimwishlist:item=2045811635&perks=3400784728,11612903
dimwishlist:item=2045811635&perks=3619207468,3038247973
dimwishlist:item=2045811635&perks=3619207468,3891536761
dimwishlist:item=2045811635&perks=3619207468,11612903
dimwishlist:item=2045811635&perks=247725512,3038247973
dimwishlist:item=2045811635&perks=247725512,3891536761
dimwishlist:item=2045811635&perks=247725512,11612903
dimwishlist:item=2045811635&perks=1820235745,3038247973
dimwishlist:item=2045811635&perks=1820235745,3891536761
dimwishlist:item=2045811635&perks=1820235745,11612903


// Imperative - Grenade ()
//notes: Keep throwing nades
dimwishlist:item=2045811635&perks=3523296417,1774574192
dimwishlist:item=2045811635&perks=3523296417,11612903


// Canis Major ()
dimwishlist:item=2066434718&perks=2621346526,2396489472
dimwishlist:item=2066434718&perks=2621346526,1546637391
dimwishlist:item=2066434718&perks=2621346526,1015611457
dimwishlist:item=2066434718&perks=2621346526,3425386926
dimwishlist:item=2066434718&perks=2869569095,2396489472
dimwishlist:item=2066434718&perks=2869569095,1546637391
dimwishlist:item=2066434718&perks=2869569095,1015611457
dimwishlist:item=2066434718&perks=2869569095,3425386926
dimwishlist:item=2066434718&perks=2284787283,2396489472
dimwishlist:item=2066434718&perks=2284787283,1546637391
dimwishlist:item=2066434718&perks=2284787283,1015611457
dimwishlist:item=2066434718&perks=2284787283,3425386926
dimwishlist:item=2066434718&perks=951095735,2396489472
dimwishlist:item=2066434718&perks=951095735,1546637391
dimwishlist:item=2066434718&perks=951095735,1015611457
dimwishlist:item=2066434718&perks=951095735,3425386926


// Battle Scar ()
dimwishlist:item=2099894368&perks=1195158366,3891536761
dimwishlist:item=2099894368&perks=1195158366,2458213969
dimwishlist:item=2099894368&perks=1195158366,2213355989
dimwishlist:item=2099894368&perks=3619207468,3891536761
dimwishlist:item=2099894368&perks=3619207468,2458213969
dimwishlist:item=2099894368&perks=3619207468,2213355989


// Brass Attacks ()
dimwishlist:item=2121785039&perks=2779035018,3425386926
dimwishlist:item=2121785039&perks=2779035018,2848615171
dimwishlist:item=2121785039&perks=2779035018,4104185692
dimwishlist:item=2121785039&perks=2779035018,4049631843
dimwishlist:item=2121785039&perks=3643424744,3425386926
dimwishlist:item=2121785039&perks=3643424744,2848615171
dimwishlist:item=2121785039&perks=3643424744,4104185692
dimwishlist:item=2121785039&perks=3643424744,4049631843
dimwishlist:item=2121785039&perks=247725512,3425386926
dimwishlist:item=2121785039&perks=247725512,2848615171
dimwishlist:item=2121785039&perks=247725512,4104185692
dimwishlist:item=2121785039&perks=247725512,4049631843
dimwishlist:item=2121785039&perks=4071163871,3425386926
dimwishlist:item=2121785039&perks=4071163871,2848615171
dimwishlist:item=2121785039&perks=4071163871,4104185692
dimwishlist:item=2121785039&perks=4071163871,4049631843


// Sleepless ()
dimwishlist:item=2140635451&perks=3977735242,2396489472
dimwishlist:item=2140635451&perks=3977735242,1439600632
dimwishlist:item=2140635451&perks=3300816228,2396489472
dimwishlist:item=2140635451&perks=3300816228,1439600632
dimwishlist:item=2140635451&perks=2869569095,2396489472
dimwishlist:item=2140635451&perks=2869569095,1439600632
dimwishlist:item=2140635451&perks=2621346526,2396489472
dimwishlist:item=2140635451&perks=2621346526,1439600632


// Aberrant Action - Big Blast ()
//notes: Good roll for big explosions.
MW: Blast Radius
dimwishlist:item=2198166292&perks=1478423395,1380253176,2010801679,563069569
dimwishlist:item=2198166292&perks=1478423395,1380253176,2859149211,563069569
dimwishlist:item=2198166292&perks=1844523823,1380253176,2010801679,563069569
dimwishlist:item=2198166292&perks=1844523823,1380253176,2859149211,563069569
dimwishlist:item=2198166292&perks=3525010810,1380253176,2010801679,563069569
dimwishlist:item=2198166292&perks=3525010810,1380253176,2859149211,563069569


// Aberrant Action - general (pve)
//notes: tags:pve
dimwishlist:item=2198166292&perks=2010801679,563069569
dimwishlist:item=2198166292&perks=2010801679,3523296417
dimwishlist:item=2198166292&perks=2010801679,4293542123
dimwishlist:item=2198166292&perks=2010801679,2610012052
dimwishlist:item=2198166292&perks=4071163871,563069569
dimwishlist:item=2198166292&perks=4071163871,3523296417
dimwishlist:item=2198166292&perks=4071163871,4293542123
dimwishlist:item=2198166292&perks=4071163871,2610012052
dimwishlist:item=2198166292&perks=2859149211,563069569
dimwishlist:item=2198166292&perks=2859149211,3523296417
dimwishlist:item=2198166292&perks=2859149211,4293542123
dimwishlist:item=2198166292&perks=2859149211,2610012052
dimwishlist:item=2198166292&perks=3017780555,563069569
dimwishlist:item=2198166292&perks=3017780555,3523296417
dimwishlist:item=2198166292&perks=3017780555,4293542123
dimwishlist:item=2198166292&perks=3017780555,2610012052


// Edge Transit - Bait 'n' Switch (god-pve)
//notes: Cascade pair really well with BnS, so getting a couple kills or hits then unloading all over a boss is a solid move. tags:god-pve
dimwishlist:item=2228325504&perks=3525010810,1771897777,3751912585,3078487919,2489430594
dimwishlist:item=2228325504&perks=3525010810,3301904089,3751912585,3078487919,2489430594
dimwishlist:item=2228325504&perks=1441682018,1771897777,3751912585,3078487919,2489430594
dimwishlist:item=2228325504&perks=1441682018,3301904089,3751912585,3078487919,2489430594


// Edge Transit - Boss DPS ()
//notes: good for boss DPS
dimwishlist:item=2228325504&perks=968510818,3078487919
dimwishlist:item=2228325504&perks=968510818,3194351027
dimwishlist:item=2228325504&perks=968510818,2888557110
dimwishlist:item=2228325504&perks=2869569095,3078487919
dimwishlist:item=2228325504&perks=2869569095,3194351027
dimwishlist:item=2228325504&perks=2869569095,2888557110
dimwishlist:item=2228325504&perks=3300816228,3078487919
dimwishlist:item=2228325504&perks=3300816228,3194351027
dimwishlist:item=2228325504&perks=3300816228,2888557110


// Edge Transit ()
dimwishlist:item=2228325504&perks=2396489472,3194351027
dimwishlist:item=2228325504&perks=2396489472,11612903
dimwishlist:item=2228325504&perks=2396489472,4104185692
dimwishlist:item=2228325504&perks=951095735,3194351027
dimwishlist:item=2228325504&perks=951095735,11612903
dimwishlist:item=2228325504&perks=951095735,4104185692


// Patron of Lost Causes - General ()
dimwishlist:item=2249996761&perks=3400784728,555281244
dimwishlist:item=2249996761&perks=3400784728,2896038713
dimwishlist:item=2249996761&perks=3400784728,3038247973
dimwishlist:item=2249996761&perks=3400784728,3891536761
dimwishlist:item=2249996761&perks=247725512,555281244
dimwishlist:item=2249996761&perks=247725512,2896038713
dimwishlist:item=2249996761&perks=247725512,3038247973
dimwishlist:item=2249996761&perks=247725512,3891536761


// Shadow Price ()
dimwishlist:item=2322926844&perks=3643424744,2173046394
dimwishlist:item=2322926844&perks=3643424744,3708227201
dimwishlist:item=2322926844&perks=3643424744,3523296417
dimwishlist:item=2322926844&perks=3643424744,4049631843
dimwishlist:item=2322926844&perks=1583705720,2173046394
dimwishlist:item=2322926844&perks=1583705720,3708227201
dimwishlist:item=2322926844&perks=1583705720,3523296417
dimwishlist:item=2322926844&perks=1583705720,4049631843


// Shadow Price - Class ()
//notes: Generate class ability
dimwishlist:item=2322926844&perks=880644845,2428997981


// Breachlight ()
dimwishlist:item=2328923181&perks=923806249,831391274
dimwishlist:item=2328923181&perks=923806249,11612903
dimwishlist:item=2328923181&perks=923806249,2109543898
dimwishlist:item=2328923181&perks=4071163871,831391274
dimwishlist:item=2328923181&perks=4071163871,11612903
dimwishlist:item=2328923181&perks=4071163871,2109543898
dimwishlist:item=2328923181&perks=3523296417,831391274
dimwishlist:item=2328923181&perks=3523296417,11612903
dimwishlist:item=2328923181&perks=3523296417,2109543898


// Breachlight - Melee ()
//notes: Punch shit
dimwishlist:item=2328923181&perks=691659142,4082225868


// Breachlight - Nades ()
//notes: Blow shit up
dimwishlist:item=2328923181&perks=3523296417,11612903


// Sightline Survey - Precision ()
//notes: Good if you can aim
dimwishlist:item=2350330520&perks=3400784728,1195158366
dimwishlist:item=2350330520&perks=3400784728,555281244


// Sightline Survey - General ()
dimwishlist:item=2350330520&perks=3938834702,2109543898
dimwishlist:item=2350330520&perks=3938834702,1195158366
dimwishlist:item=2350330520&perks=3938834702,1015611457
dimwishlist:item=2350330520&perks=3938834702,555281244
dimwishlist:item=2350330520&perks=3828510309,2109543898
dimwishlist:item=2350330520&perks=3828510309,1195158366
dimwishlist:item=2350330520&perks=3828510309,1015611457
dimwishlist:item=2350330520&perks=3828510309,555281244
dimwishlist:item=2350330520&perks=3400784728,2109543898
dimwishlist:item=2350330520&perks=3400784728,1195158366
dimwishlist:item=2350330520&perks=3400784728,1015611457
dimwishlist:item=2350330520&perks=3400784728,555281244


// Sightline Survey ()
dimwishlist:item=2350330520&perks=


// Sightline Survey ()
dimwishlist:item=2350330520&perks=


// Blast Furnace - General ()
dimwishlist:item=2372514508&perks=3891536761,1015611457
dimwishlist:item=2372514508&perks=3891536761,3425386926
dimwishlist:item=2372514508&perks=3891536761,247725512
dimwishlist:item=2372514508&perks=3891536761,2109543898
dimwishlist:item=2372514508&perks=3891536761,3824105627
dimwishlist:item=2372514508&perks=3891536761,4104185692
dimwishlist:item=2372514508&perks=3619207468,1015611457
dimwishlist:item=2372514508&perks=3619207468,3425386926
dimwishlist:item=2372514508&perks=3619207468,247725512
dimwishlist:item=2372514508&perks=3619207468,2109543898
dimwishlist:item=2372514508&perks=3619207468,3824105627
dimwishlist:item=2372514508&perks=3619207468,4104185692
dimwishlist:item=2372514508&perks=460017080,1015611457
dimwishlist:item=2372514508&perks=460017080,3425386926
dimwishlist:item=2372514508&perks=460017080,247725512
dimwishlist:item=2372514508&perks=460017080,2109543898
dimwishlist:item=2372514508&perks=460017080,3824105627
dimwishlist:item=2372514508&perks=460017080,4104185692
dimwishlist:item=2372514508&perks=1428297954,1015611457
dimwishlist:item=2372514508&perks=1428297954,3425386926
dimwishlist:item=2372514508&perks=1428297954,247725512
dimwishlist:item=2372514508&perks=1428297954,2109543898
dimwishlist:item=2372514508&perks=1428297954,3824105627
dimwishlist:item=2372514508&perks=1428297954,4104185692


// Elsie's Rifle - Void (pve)
//notes: Good for a void build
Either Distab or L-Change tags:pve
dimwishlist:item=2372514509&perks=776531651,2048641572
dimwishlist:item=2372514509&perks=1119449540,2048641572


// Elsie's Rifle - Reload based ()
//notes: Good perks for RLDs
Either K-Clip or Despa
dimwishlist:item=2372514509&perks=2779035018,1015611457
dimwishlist:item=2372514509&perks=2779035018,3047969693


// Elsie's Rifle ()
dimwishlist:item=2372514509&perks=3418782618,11612903


// Line in the Sand - General ()
dimwishlist:item=2450049485&perks=247725512,1771339417
dimwishlist:item=2450049485&perks=247725512,3078487919
dimwishlist:item=2450049485&perks=2284787283,1771339417
dimwishlist:item=2450049485&perks=2284787283,3078487919
dimwishlist:item=2450049485&perks=1645158859,1771339417
dimwishlist:item=2450049485&perks=1645158859,3078487919


// Tigerspite ()
dimwishlist:item=2465372924&perks=1168162263,1015611457
dimwishlist:item=2465372924&perks=1168162263,4104185692
dimwishlist:item=2465372924&perks=1168162263,3891536761
dimwishlist:item=2465372924&perks=1820235745,1015611457
dimwishlist:item=2465372924&perks=1820235745,4104185692
dimwishlist:item=2465372924&perks=1820235745,3891536761
dimwishlist:item=2465372924&perks=3643424744,1015611457
dimwishlist:item=2465372924&perks=3643424744,4104185692
dimwishlist:item=2465372924&perks=3643424744,3891536761


// The Hero's Burden - General ()
dimwishlist:item=2488587246&perks=2779035018,1015611457
dimwishlist:item=2488587246&perks=744594675,1015611457


// The Number ()
dimwishlist:item=2492081469&perks=4071163871,2458213969
dimwishlist:item=2492081469&perks=2450788523,2458213969


// Code Duello - General ()
